setup,spec,seed,query,scratch_reward,scratch_time_s,targeted_reward,exhaustive_reward,hybrid_reward,decomp_time,targeted_time,exhaustive_time,hybrid_time
path-gold-hazard,X5,0000,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",192.79999999999998,64.33328127861023,175.90999999999997,180.90999999999997,175.90999999999997,8.805197,0.011456,12.895722,3.389036
path-gold-hazard,X5,0001,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",218.91,66.06571841239929,204.91,201.01999999999998,204.91,8.805197,0.009472,11.119493,3.401531
path-gold-hazard,X5,0002,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",191.79999999999998,65.95689058303833,181.79999999999998,184.90999999999997,187.91,8.805197,0.009144,22.502652,5.065019
path-gold-hazard,X5,0003,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",196.57999999999998,64.65660214424133,190.69,175.90999999999997,175.90999999999997,8.805197,0.009435,16.103742,6.723205
path-gold-hazard,X5,0004,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",185.91,62.8959686756134,164.01999999999998,165.13,170.13,8.805197,0.009284,15.092813,8.151022
path-gold-hazard-lever,X5,0000,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",278.59000000000003,65.26881003379822,-256.84000000000003,273.59000000000003,194.01,8.49543,0.011401,14.580729,6.757637
path-gold-hazard-lever,X5,0001,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",237.01,66.15435647964478,225.01,232.01,219.21999999999997,8.49543,0.009174,9.443539,3.383063
path-gold-hazard-lever,X5,0002,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",287.8,64.63197445869446,199.22,199.22,206.79999999999998,8.49543,0.009029,15.60089,6.721452
path-gold-hazard-lever,X5,0003,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",211.58999999999997,64.40447282791138,190.22,202.79999999999998,197.01,8.49543,0.009253,12.701508,3.400301
path-gold-hazard-lever,X5,0004,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",282.22,62.17057180404663,263.43,263.43,267.22,8.49543,0.008995,11.653049,2.952338
