setup,spec,seed,query,scratch_reward,scratch_time_s,targeted_reward,exhaustive_reward,hybrid_reward,decomp_time,targeted_time,exhaustive_time,hybrid_time
path-gold-hazard,X10,0000,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",198.93,274.6978986263275,145.26,157.82,180.04,11.164085,0.011431,12.483061,4.452407
path-gold-hazard,X10,0001,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",191.93,268.0672805309296,198.82,173.04,185.82,11.164085,0.009342,34.278485,4.487946
path-gold-hazard,X10,0002,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",176.92999999999998,266.12417483329773,167.36999999999998,167.36999999999998,167.36999999999998,11.164085,0.009441,26.224317,4.353101
path-gold-hazard,X10,0003,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",191.14999999999998,274.20332288742065,178.04,177.26,172.26,11.164085,0.010523,12.213574,4.357055
path-gold-hazard,X10,0004,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",196.15,269.6851782798767,188.04,181.14999999999998,181.14999999999998,11.164085,0.009473,61.598804,32.577596
path-gold-hazard-lever,X10,0000,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",291.44,272.1624777317047,165.06999999999996,175.64999999999998,207.81,16.993231,0.016389,12.486295,4.454226
path-gold-hazard-lever,X10,0001,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",209.43999999999997,267.24463725090027,215.01999999999998,264.44,212.01999999999998,16.993231,0.009093,26.772355,4.39683
path-gold-hazard-lever,X10,0002,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",192.64999999999998,260.95664858818054,184.07,265.23,265.23,16.993231,0.009289,32.847181,11.378466
path-gold-hazard-lever,X10,0003,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",207.64999999999998,275.64878582954407,178.85999999999999,181.43999999999997,196.44,16.993231,0.009249,12.234353,4.444237
path-gold-hazard-lever,X10,0004,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",291.44,274.3896675109863,204.43999999999997,277.65,262.65000000000003,16.993231,0.009212,19.322133,4.447789
