setup,spec,seed,query,scratch_reward,scratch_time_s,targeted_reward,exhaustive_reward,hybrid_reward,decomp_time,targeted_time,exhaustive_time,hybrid_time
path-gold-hazard,X5,0000,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",192.79999999999998,64.33328127861023,203.79999999999998,203.79999999999998,203.79999999999998,17.723442,0.026187,10.053406,3.552581
path-gold-hazard,X5,0001,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",218.91,66.06571841239929,228.57999999999998,228.57999999999998,228.57999999999998,17.723442,0.021597,10.157938,3.564882
path-gold-hazard,X5,0002,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",191.79999999999998,65.95689058303833,207.57999999999998,207.57999999999998,207.57999999999998,17.723442,0.022558,10.011594,3.607852
path-gold-hazard,X5,0003,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",196.57999999999998,64.65660214424133,215.69,215.69,215.69,17.723442,0.022357,9.944866,3.605313
path-gold-hazard,X5,0004,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",185.91,62.8959686756134,211.57999999999998,211.57999999999998,211.57999999999998,17.723442,0.022361,9.954298,3.583021
path-gold-hazard-lever,X5,0000,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",278.59000000000003,65.26881003379822,295.59000000000003,295.59000000000003,295.59000000000003,17.609986,0.026004,10.270334,3.591065
path-gold-hazard-lever,X5,0001,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",237.01,66.15435647964478,302.8,302.8,302.8,17.609986,0.02147,9.90398,3.588505
path-gold-hazard-lever,X5,0002,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",287.8,64.63197445869446,299.59000000000003,299.59000000000003,299.59000000000003,17.609986,0.022928,9.951015,3.594462
path-gold-hazard-lever,X5,0003,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",211.58999999999997,64.40447282791138,293.8,293.8,293.8,17.609986,0.022299,10.215596,3.572159
path-gold-hazard-lever,X5,0004,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",282.22,62.17057180404663,309.38,309.38,309.38,17.609986,0.021986,9.960369,3.555552
