setup,spec,seed,query,scratch_reward,scratch_time_s,targeted_reward,exhaustive_reward,hybrid_reward,decomp_time,targeted_time,exhaustive_time,hybrid_time
path-gold-hazard,X1,0000,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",182.90999999999997,10.644699096679688,203.79999999999998,203.79999999999998,203.79999999999998,17.694189,0.025473,9.892605,3.542183
path-gold-hazard,X1,0001,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",211.91,12.127981424331663,228.57999999999998,228.57999999999998,228.57999999999998,17.694189,0.021471,9.828361,3.547506
path-gold-hazard,X1,0002,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",188.79999999999998,10.884215116500854,207.57999999999998,207.57999999999998,207.57999999999998,17.694189,0.022273,9.855689,3.553576
path-gold-hazard,X1,0003,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",191.79999999999998,10.140280961990356,215.69,215.69,215.69,17.694189,0.022192,10.155654,3.574951
path-gold-hazard,X1,0004,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",173.13,11.983392477035522,211.57999999999998,211.57999999999998,211.57999999999998,17.694189,0.022007,9.932978,3.607195
path-gold-hazard-lever,X1,0000,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",200.22,10.48181438446045,295.59000000000003,295.59000000000003,295.59000000000003,21.822734,0.02591,10.14862,3.578938
path-gold-hazard-lever,X1,0001,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",228.21999999999997,11.762128829956056,302.8,302.8,302.8,21.822734,0.021632,9.953224,3.617993
path-gold-hazard-lever,X1,0002,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",199.22,10.590471267700195,299.59000000000003,299.59000000000003,299.59000000000003,21.822734,0.022105,10.215551,3.606171
path-gold-hazard-lever,X1,0003,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",204.79999999999998,10.21723461151123,293.8,293.8,293.8,21.822734,0.022301,10.054709,3.603164
path-gold-hazard-lever,X1,0004,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",268.43,11.72518754005432,309.38,309.38,309.38,21.822734,0.02198,9.951288,3.592937
