k,avg_reward,avg_time_s,avg_hybrid_time_s,avg_decomp_time_s,avg_search_time_s,avg_combo_time_s,runs_used,runs_total,min_candidates
2,185.64377777777776,18.652811172273424,4.555803897645738,14.097007274627686,0.011864733695983887,4.543939163949754,90,90,5
3,187.25922222222212,28.542501656214395,14.44549438158671,14.097007274627686,0.011864733695983887,14.433629647890728,90,90,5
4,186.48933333333335,51.12623817920685,37.029230904579165,14.097007274627686,0.011864733695983887,37.01736617088318,90,90,5
